cat,loc,time,mean,mode,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
medical,6,2020-04-07 23:30:00,7.601008,7.744813, 5.135219,10.050054,5.598329,9.810706,5.612463,9.040454,6.532687,8.288085, 4.576668, 5.293832, 5.615072, 5.739608, 5.918295, 6.109545, 6.224357, 6.369926, 6.497701, 6.579163, 6.611392, 6.702726, 6.761615, 6.799267, 6.862102, 6.966746, 7.048585, 7.149114, 7.230372, 7.373022, 7.396555, 7.461743, 7.662202, 7.749398, 7.866512, 7.972157, 8.082183, 8.199017, 8.260489, 8.381945, 8.531970, 8.696803, 8.843160, 9.017382, 9.043075, 9.165889, 9.412582, 9.671465, 9.902821,10.607226,11.222543,2020-04-07 23:30:00
medical,6,2020-04-08 10:20:00,1.835183,1.828108,1.348591,2.377814,1.432209,2.307632,1.532026,2.252483,1.585444,1.913506,1.226840,1.348288,1.431373,1.456764,1.499781,1.534764,1.563013,1.597780,1.605079,1.624199,1.644934,1.679119,1.694246,1.698689,1.717488,1.725087,1.743858,1.751950,1.771245,1.779843,1.799002,1.814479,1.831159,1.845286,1.874221,1.884084,1.906712,1.921047,1.946022,1.982983,2.014791,2.039025,2.078409,2.122701,2.163892,2.210423,2.238334,2.256522,2.305235,2.370380,2.631211,2020-04-08 10:20:00
medical,6,2020-04-09 21:40:00,6.847948,5.191649,4.654248,9.499206,4.909545,8.960053,5.258428,8.599566,5.610437,7.318056, 3.989796, 4.675850, 4.923204, 5.087368, 5.244196, 5.361413, 5.532399, 5.616235, 5.717378, 5.785677, 5.865167, 5.911001, 5.975476, 6.063613, 6.151750, 6.234016, 6.378163, 6.507722, 6.607899, 6.659057, 6.715103, 6.827578, 6.929449, 6.962642, 7.090403, 7.160616, 7.257518, 7.351645, 7.504891, 7.596181, 7.647808, 7.865962, 7.982322, 8.103532, 8.363625, 8.500517, 8.592135, 8.724834, 8.976446, 9.501060,12.678377,2020-04-09 21:40:00
medical,6,2020-04-09 09:35:00,6.588693,6.069475,4.041601,9.445930,4.426751,8.829147,4.783465,8.205691,5.055824,6.832899, 2.568941, 4.087097, 4.528314, 4.777933, 4.836066, 5.052095, 5.153215, 5.296779, 5.368172, 5.404165, 5.605237, 5.708292, 5.776129, 5.816306, 5.913372, 6.017940, 6.076110, 6.172553, 6.253900, 6.335919, 6.407457, 6.489152, 6.578410, 6.663951, 6.718383, 6.822529, 7.019742, 7.219780, 7.264602, 7.413401, 7.554128, 7.663592, 7.878483, 8.051865, 8.108062, 8.199559, 8.454652, 8.657984, 9.229430,10.130822,11.386403,2020-04-09 09:35:00
medical,6,2020-04-08 18:25:00,5.114686,5.129219,3.359556,7.143770,3.609674,6.738035,3.609674,5.919661,4.087214,5.388570,3.129790,3.609795,3.758488,3.802176,3.923507,4.000689,4.091300,4.114563,4.164156,4.239240,4.315291,4.385629,4.514435,4.587447,4.672502,4.738109,4.791721,4.858442,4.901609,4.982703,5.017899,5.084055,5.113053,5.147211,5.249655,5.336974,5.395839,5.434685,5.536735,5.656192,5.692576,5.733865,5.865977,5.943251,6.117202,6.237645,6.470731,6.742946,7.134417,7.420757,8.832422,2020-04-08 18:25:00
medical,6,2020-04-07 23:40:00,8.659697,6.477972, 5.318593,12.599300, 5.67805,11.73379, 5.67805,10.23641,7.470550,9.934445, 4.584702, 5.670311, 5.858854, 5.942309, 6.076502, 6.237897, 6.463428, 6.695579, 6.972004, 7.194192, 7.321999, 7.400169, 7.521366, 7.645102, 7.869928, 7.973346, 8.057244, 8.165139, 8.254129, 8.316994, 8.436388, 8.524595, 8.648930, 8.767260, 8.989698, 9.159332, 9.322840, 9.457996, 9.568002, 9.765540, 9.814116, 9.869892,10.019801,10.172417,10.474346,10.960082,11.098162,11.707946,12.319731,12.934086,19.393467,2020-04-07 23:40:00
medical,6,2020-04-08 10:25:00,1.914964,1.646538,1.498894,2.404078,1.462877,2.219183,1.622915,2.201898,1.755995,2.070530,1.314034,1.498391,1.542367,1.598134,1.622422,1.634579,1.650022,1.672854,1.702617,1.726106,1.753108,1.768984,1.779734,1.801312,1.814479,1.830818,1.840959,1.849586,1.865591,1.888077,1.895870,1.905913,1.928243,1.948457,1.961707,1.983978,2.003384,2.018816,2.029816,2.051120,2.070353,2.099730,2.118015,2.141173,2.172666,2.190031,2.201377,2.249505,2.341419,2.402773,2.698125,2020-04-08 10:25:00
medical,6,2020-04-08 18:35:00,6.164547,7.252411,4.065582,8.835193,4.352729,8.453677,4.289509,7.415682,5.095590,6.659154, 3.188135, 4.162716, 4.364500, 4.462707, 4.601632, 4.682774, 4.790335, 4.937131, 5.022439, 5.154051, 5.201204, 5.274597, 5.357766, 5.418840, 5.511323, 5.549922, 5.664327, 5.727025, 5.857344, 5.976418, 6.125249, 6.190865, 6.221266, 6.286297, 6.379995, 6.419895, 6.454459, 6.566333, 6.638631, 6.823918, 7.022223, 7.141993, 7.226124, 7.313238, 7.586370, 7.856533, 7.988562, 8.396454, 8.543260, 8.846055,10.127355,2020-04-08 18:35:00
medical,6,2020-04-10 13:00:00,5.73639,5.445243,3.417887,7.876012,3.692324,7.332548,4.485178,7.332548,5.000066,6.448872,3.186377,3.689842,3.960338,4.074309,4.252726,4.481922,4.551627,4.701753,4.839008,4.913507,5.029970,5.068575,5.150214,5.180047,5.238336,5.352242,5.408510,5.460897,5.516693,5.571558,5.612954,5.710435,5.774153,5.842762,5.958906,6.010785,6.183633,6.257589,6.327450,6.400686,6.485137,6.562285,6.705152,6.846024,6.990313,7.042483,7.177954,7.318928,7.791692,8.093656,8.585755,2020-04-10 13:00:00
medical,6,2020-04-09 09:40:00,5.180589,4.809035,3.115952,7.109879,3.393342,6.815505,3.848482,6.493935,4.308665,5.606441,2.127642,3.270828,3.498881,3.722674,3.918472,4.110285,4.156333,4.242004,4.326856,4.373426,4.433089,4.508598,4.581789,4.638537,4.740403,4.804119,4.850958,4.926404,4.956304,4.996307,5.089568,5.152169,5.213599,5.298922,5.356221,5.428823,5.515578,5.573702,5.625133,5.745534,5.884111,5.961788,6.078424,6.091602,6.213873,6.423544,6.619391,6.749424,7.028492,7.388127,8.995108,2020-04-09 09:40:00
medical,6,2020-04-08 10:30:00,1.835869,1.827098,1.463427,2.226864,1.522251,2.187128,1.537458,2.062798,1.723464,1.961320,1.349861,1.480204,1.521423,1.550992,1.562536,1.599147,1.623980,1.641816,1.663260,1.688560,1.702976,1.721763,1.737335,1.747465,1.766905,1.776261,1.786569,1.793328,1.800109,1.812438,1.824217,1.837195,1.851979,1.858916,1.875078,1.882579,1.897400,1.908687,1.916970,1.926277,1.942803,1.957969,1.997353,2.027402,2.053361,2.112639,2.131551,2.155901,2.184362,2.251406,2.345656,2020-04-08 10:30:00
medical,6,2020-04-09 21:45:00,5.535453,4.969644,3.481675,7.578417,3.786481,7.280063,3.881915,6.679407,4.582893,5.853274,2.944760,3.724304,3.911683,4.031186,4.155869,4.445561,4.544932,4.635678,4.684453,4.741579,4.758048,4.844374,4.952365,4.989229,5.016304,5.088736,5.118800,5.155188,5.232735,5.295320,5.399058,5.487894,5.555870,5.599265,5.648923,5.735587,5.850274,5.931605,5.975335,6.057094,6.265395,6.450398,6.488064,6.584762,6.684884,6.873620,7.038873,7.252930,7.453094,7.883349,8.664712,2020-04-09 21:45:00
medical,6,2020-04-08 18:45:00,6.943187,7.248375,4.898432,9.442339,4.898432,8.830031,4.898432,7.938399,5.892519,7.443584, 4.428646, 4.973135, 5.106552, 5.340447, 5.451582, 5.563585, 5.739898, 5.796811, 5.899696, 5.950501, 5.982436, 6.100470, 6.146072, 6.289297, 6.361774, 6.511551, 6.547283, 6.637894, 6.674264, 6.725746, 6.772924, 6.882475, 6.937433, 7.013222, 7.139654, 7.241252, 7.330018, 7.378976, 7.451474, 7.517546, 7.659148, 7.703879, 7.854026, 8.083514, 8.310761, 8.611049, 8.784909, 8.953675, 9.284889, 9.621693,10.219245,2020-04-08 18:45:00
medical,6,2020-04-08 10:35:00,2.230305,2.038862,1.675463,2.829122,1.725852,2.720074,1.900007,2.724239,1.861606,2.318962,1.537953,1.674693,1.728443,1.773119,1.804371,1.863436,1.903018,1.923667,1.942124,1.973691,1.983147,2.010425,2.038866,2.059352,2.079719,2.097815,2.123768,2.154666,2.188345,2.201962,2.215110,2.237409,2.255044,2.264862,2.303694,2.324491,2.374824,2.402357,2.417092,2.441006,2.448901,2.488490,2.504910,2.572038,2.607953,2.649003,2.670247,2.699340,2.724734,2.808693,3.002437,2020-04-08 10:35:00
medical,6,2020-04-09 09:45:00,4.486435,3.835678,2.818526,6.624460,2.865518,5.992425,3.071418,5.600643,3.520750,4.685921,2.266273,2.839683,2.925005,3.160792,3.264651,3.421425,3.527889,3.564340,3.652271,3.740544,3.831871,3.921184,3.974051,3.993423,4.036127,4.139397,4.206453,4.231480,4.275394,4.345001,4.391813,4.422644,4.467935,4.516803,4.561415,4.614737,4.700699,4.795372,4.883200,5.047839,5.131626,5.171528,5.207882,5.425495,5.476015,5.718412,5.861305,5.962532,6.282510,6.625631,7.763390,2020-04-09 09:45:00
medical,6,2020-04-10 13:05:00,6.880155,8.384822,4.193338,9.557939,4.694898,9.358943,5.156121,8.940044,6.139243,8.054430, 2.968538, 4.212316, 4.534491, 4.904048, 5.083906, 5.235880, 5.385745, 5.567641, 5.678398, 5.730257, 5.865357, 6.042114, 6.150448, 6.243488, 6.270787, 6.356201, 6.412343, 6.463117, 6.519817, 6.645760, 6.729326, 6.811804, 6.949569, 7.046667, 7.154532, 7.225894, 7.370067, 7.519740, 7.658164, 7.742926, 7.842494, 8.009359, 8.071110, 8.309556, 8.450423, 8.751745, 8.894810, 9.143273, 9.315319, 9.604500,11.621373,2020-04-10 13:05:00
medical,6,2020-04-08 10:40:00,1.90248,2.030299,1.457317,2.377519,1.535804,2.296230,1.513060,2.137097,1.775306,2.074556,1.369642,1.456734,1.529129,1.567556,1.581760,1.631774,1.650370,1.663298,1.686145,1.724916,1.742772,1.766337,1.784744,1.805597,1.824338,1.834503,1.843310,1.854973,1.866871,1.878549,1.893889,1.908468,1.930289,1.942976,1.957800,1.967257,1.982860,2.004913,2.020161,2.033054,2.050475,2.070505,2.091584,2.122016,2.140420,2.198836,2.232070,2.258494,2.288739,2.374026,2.609664,2020-04-08 10:40:00
medical,6,2020-04-08 18:50:00,6.862956,6.061753,4.883020,9.298994,4.883020,8.749826,4.883020,7.915673,5.614501,7.113455, 4.544845, 4.908070, 5.104130, 5.266853, 5.469648, 5.522457, 5.647130, 5.756691, 5.815759, 5.854062, 5.933480, 6.024496, 6.102618, 6.204430, 6.329900, 6.377039, 6.417483, 6.455875, 6.535888, 6.646885, 6.703410, 6.799069, 6.843620, 6.912388, 7.029273, 7.058007, 7.141483, 7.275844, 7.337881, 7.476522, 7.606533, 7.695933, 7.839536, 7.940971, 8.269048, 8.501179, 8.612590, 8.795420, 8.958176, 9.459677,12.287671,2020-04-08 18:50:00
medical,6,2020-04-09 09:55:00,5.034193,5.210749,3.240654,6.745899,3.426273,6.253992,4.038481,6.228297,4.447899,5.605978,3.215579,3.505257,3.622223,3.761031,3.949727,4.043758,4.110886,4.171164,4.235846,4.314047,4.386161,4.466810,4.515328,4.553487,4.607917,4.667327,4.725725,4.791583,4.849571,4.879529,4.992979,5.059109,5.080877,5.203584,5.241347,5.307730,5.358101,5.396371,5.461240,5.497949,5.573352,5.644533,5.773235,5.826708,5.894219,6.046291,6.195296,6.262621,6.699332,7.007608,7.891594,2020-04-09 09:55:00
medical,6,2020-04-08 10:45:00,2.126796,2.099369,1.642829,2.699796,1.716139,2.620700,1.759553,2.439400,1.872256,2.236722,1.422607,1.618377,1.715421,1.752643,1.776498,1.817373,1.839975,1.861538,1.885284,1.907206,1.927325,1.958530,1.976129,1.996231,2.010207,2.028816,2.052209,2.066466,2.081900,2.091392,2.102937,2.130281,2.154778,2.163404,2.174518,2.184646,2.218227,2.233558,2.255986,2.274647,2.311488,2.345492,2.373964,2.398251,2.412034,2.425370,2.495614,2.546958,2.619547,2.697216,3.045841,2020-04-08 10:45:00
medical,6,2020-04-09 21:55:00,4.87284,5.353224,2.660682,7.002735,3.238535,6.767344,3.267416,6.017162,4.084006,5.306135,2.660682,3.020115,3.265972,3.416396,3.553983,3.694567,3.851674,3.950045,4.088286,4.117626,4.151084,4.214727,4.262759,4.292422,4.374819,4.454803,4.515406,4.620582,4.657894,4.696167,4.734874,4.776103,4.831077,4.883192,4.966510,5.063183,5.156234,5.217115,5.313063,5.374521,5.432783,5.511890,5.637957,5.934739,5.993833,6.190010,6.409087,6.575363,6.779113,7.513324,8.549719,2020-04-09 21:55:00
medical,6,2020-04-08 18:55:00,5.97302,5.493711,3.889992,8.061074,4.234879,7.798935,4.899402,7.637223,5.269303,6.584223,3.291707,3.957473,4.259673,4.399423,4.657789,4.799791,4.959068,5.028682,5.088147,5.221735,5.293244,5.353482,5.428171,5.461261,5.497018,5.540629,5.622779,5.686508,5.720912,5.773297,5.841924,5.892724,5.959352,6.101274,6.225776,6.302194,6.411966,6.439867,6.484668,6.567476,6.617677,6.737739,6.815091,6.985196,7.051734,7.253042,7.430873,7.611592,7.800354,8.244968,9.824910,2020-04-08 18:55:00
medical,6,2020-04-10 13:10:00,5.474378,5.336892,3.393201,7.889953,3.488812,7.171589,3.939852,6.837629,4.423388,5.948782,2.402384,3.582348,3.846257,3.970785,4.046403,4.138639,4.278009,4.341514,4.478439,4.540444,4.584340,4.627870,4.729220,4.790207,4.834193,4.938084,5.077976,5.135510,5.180868,5.252918,5.336892,5.387381,5.488798,5.596145,5.635460,5.732364,5.857269,5.920465,6.008981,6.094644,6.184347,6.397749,6.563635,6.610749,6.795461,6.898383,7.093544,7.260636,7.619110,8.102291,8.534407,2020-04-10 13:10:00
medical,6,2020-04-08 10:50:00,2.436464,2.092004,1.907845,3.045380,1.907845,2.912761,2.011688,2.784005,2.213608,2.607007,1.815364,1.940651,1.993236,2.037776,2.061608,2.092007,2.134480,2.144306,2.167139,2.180575,2.211201,2.227347,2.249343,2.264756,2.281399,2.305745,2.328683,2.344657,2.369958,2.383640,2.403778,2.427863,2.444942,2.456975,2.481158,2.518154,2.538756,2.555186,2.568507,2.593364,2.606848,2.654309,2.697823,2.736295,2.765517,2.813291,2.872455,2.950000,3.001752,3.102840,3.317305,2020-04-08 10:50:00
medical,6,2020-04-09 10:05:00,4.633224,4.338494,2.830163,7.088982,2.884709,6.437138,2.884709,5.631974,3.869746,5.299572,2.416326,2.826075,2.957370,3.171716,3.263604,3.418175,3.496023,3.541306,3.634210,3.682185,3.811529,3.873913,3.969474,4.021466,4.092091,4.225556,4.334374,4.372307,4.402255,4.430530,4.518443,4.563519,4.667768,4.776836,4.835660,4.922150,4.982727,5.027655,5.085912,5.160572,5.252028,5.405462,5.467327,5.606494,5.862546,5.996132,6.224752,6.423910,6.608754,7.059550,8.856946,2020-04-09 10:05:00
medical,6,2020-04-08 19:05:00,7.161283,6.463261, 4.457494,10.002928,4.589066,9.030698,5.118305,8.467088,5.752788,7.495944, 4.290061, 4.881640, 5.116617, 5.347924, 5.503345, 5.658111, 5.807741, 5.879198, 5.965187, 6.035724, 6.098839, 6.149187, 6.240821, 6.365550, 6.463277, 6.549800, 6.603158, 6.678397, 6.795162, 6.891506, 7.008204, 7.143560, 7.202365, 7.317449, 7.416575, 7.487735, 7.634496, 7.708914, 7.854890, 7.926612, 8.006211, 8.126431, 8.285392, 8.345866, 8.463534, 8.723462, 8.984203, 9.215948, 9.933055,10.679792,12.223980,2020-04-08 19:05:00
medical,6,2020-04-09 22:00:00,5.594305,4.870439,3.278329,7.909100,3.889668,7.909100,3.667433,6.766398,4.480747,5.866814, 3.113554, 3.506929, 3.796222, 4.064285, 4.208540, 4.306368, 4.387133, 4.484227, 4.549265, 4.619237, 4.675300, 4.786818, 4.839231, 4.886117, 4.917483, 5.062893, 5.170297, 5.240041, 5.294929, 5.395851, 5.488460, 5.531570, 5.619025, 5.668623, 5.692399, 5.776966, 5.809503, 5.903922, 6.010001, 6.178548, 6.254162, 6.414464, 6.563032, 6.699769, 6.941688, 7.213198, 7.350530, 7.641316, 7.841296, 8.267953,10.770933,2020-04-09 22:00:00
medical,6,2020-04-08 10:55:00,2.611854,2.596257,2.022663,3.102678,2.024346,2.977574,2.243499,2.968951,2.422746,2.754782,1.823429,2.045601,2.107030,2.184504,2.228688,2.285220,2.346525,2.364151,2.392268,2.410830,2.430229,2.455210,2.475912,2.494986,2.515718,2.533735,2.549847,2.564314,2.585575,2.596258,2.614813,2.631526,2.643445,2.667762,2.687676,2.695392,2.707666,2.725400,2.743001,2.749985,2.763999,2.807542,2.845300,2.871412,2.880857,2.918486,2.948154,3.010245,3.073659,3.198206,3.598120,2020-04-08 10:55:00
medical,6,2020-04-09 10:30:00,5.326969,5.173332,3.343862,8.119804,3.394358,7.496865,3.648768,6.797959,3.913910,5.508433,2.461298,3.187694,3.560366,3.692071,3.842236,3.915429,4.039485,4.081192,4.180837,4.370793,4.490139,4.546770,4.621378,4.717585,4.777450,4.831006,4.949801,5.016304,5.071779,5.171778,5.228611,5.282001,5.340098,5.372699,5.475654,5.530015,5.702174,5.843102,5.874416,6.052247,6.128742,6.214434,6.328749,6.627385,6.723499,6.889436,7.117687,7.343393,7.610183,7.936159,8.514917,2020-04-09 10:30:00
medical,6,2020-04-08 19:15:00,6.650262,6.189394,4.324957,9.216422,5.144795,9.216422,5.160184,8.115718,5.261390,6.852339, 3.580208, 4.360376, 4.695758, 5.159030, 5.273484, 5.365342, 5.431111, 5.466483, 5.550967, 5.684713, 5.786770, 5.859263, 5.897383, 6.009216, 6.053008, 6.142284, 6.227068, 6.320501, 6.393270, 6.450415, 6.554558, 6.632766, 6.744167, 6.777773, 6.873041, 6.963482, 7.063254, 7.121115, 7.186904, 7.323961, 7.417873, 7.534579, 7.696772, 7.805453, 7.925799, 8.106936, 8.280819, 8.624657, 9.077743, 9.219166,10.200994,2020-04-08 19:15:00
medical,6,2020-04-10 13:20:00,5.396435,5.791139,3.473403,7.809689,3.473403,7.201286,4.010484,6.770950,4.442331,5.666414,3.076612,3.515423,3.637634,3.904149,4.130957,4.273885,4.421207,4.465353,4.512937,4.559708,4.635072,4.658025,4.733749,4.773036,4.844602,4.893773,4.957957,5.025208,5.162077,5.242090,5.278549,5.344124,5.400954,5.460560,5.519784,5.604349,5.644741,5.733641,5.794828,5.949467,6.092748,6.162778,6.304880,6.380110,6.482406,6.724100,6.888047,7.207291,7.387980,7.814216,9.861290,2020-04-10 13:20:00
medical,6,2020-04-08 11:00:00,2.354399,2.268983,1.636486,2.994347,1.836597,2.994347,1.845828,2.750727,2.029491,2.506310,1.636486,1.747406,1.835421,1.874479,1.915695,1.932063,1.943630,2.000526,2.035304,2.054614,2.081707,2.118614,2.147291,2.165431,2.200042,2.234730,2.245726,2.262645,2.287298,2.314737,2.322886,2.344658,2.367640,2.388567,2.401813,2.418363,2.461250,2.484632,2.509668,2.542515,2.580615,2.618541,2.661364,2.704356,2.744713,2.785930,2.828089,2.911460,2.993819,3.137984,3.604319,2020-04-08 11:00:00
medical,6,2020-04-09 10:40:00,5.680061,5.96489,3.839647,8.372590,3.913196,7.756288,3.913196,7.037019,4.336640,6.076491,2.963032,3.531841,3.954331,4.043908,4.120180,4.235432,4.297622,4.353543,4.531910,4.602668,4.743094,4.819300,4.861008,4.930011,4.994924,5.152153,5.203567,5.300520,5.424743,5.508763,5.615455,5.680381,5.739866,5.803441,5.914010,5.985814,6.056816,6.137007,6.333971,6.444421,6.606469,6.732294,6.856538,6.975997,7.102560,7.217995,7.368364,7.479863,7.937395,8.339217,9.847563,2020-04-09 10:40:00
medical,6,2020-04-08 11:05:00,1.944405,2.131009,1.418529,2.480503,1.486472,2.292544,1.652612,2.267038,1.845107,2.193812,1.239740,1.454459,1.528656,1.573382,1.611090,1.661020,1.678565,1.687507,1.701533,1.731597,1.744487,1.766078,1.799591,1.817569,1.845292,1.854910,1.890946,1.909590,1.925209,1.939542,1.958557,1.972092,1.979827,1.988651,2.008915,2.024268,2.036279,2.071800,2.084449,2.103387,2.119501,2.145744,2.168662,2.181084,2.195180,2.219659,2.243076,2.279186,2.377941,2.481505,2.856271,2020-04-08 11:05:00
medical,6,2020-04-09 22:05:00,5.153004,4.40527,2.668999,7.126663,3.128438,6.877288,3.196694,6.187166,4.186237,5.728224,2.668999,3.148148,3.281183,3.529657,3.718229,3.797502,3.848368,3.988541,4.093706,4.226748,4.318880,4.403697,4.437570,4.526236,4.663542,4.723419,4.799351,4.838559,4.930427,5.009510,5.119882,5.172943,5.250933,5.335807,5.398197,5.458810,5.501947,5.658550,5.721208,5.811965,5.945565,6.042166,6.107397,6.167733,6.297584,6.564840,6.747846,6.884989,7.073936,7.914924,8.853514,2020-04-09 22:05:00
medical,6,2020-04-08 19:20:00,5.510804,5.244565,3.997905,7.530367,4.093662,6.863462,4.404202,6.448827,4.508090,5.678878,3.361130,3.994785,4.292647,4.425204,4.498216,4.539277,4.624466,4.695211,4.789956,4.808486,4.865929,4.906257,4.969370,5.055147,5.122569,5.192494,5.242031,5.289700,5.318161,5.371822,5.462468,5.503426,5.569387,5.635288,5.670417,5.760303,5.818232,5.928108,5.974929,6.014605,6.054675,6.138762,6.188524,6.279660,6.365282,6.490942,6.617364,6.722585,7.052314,7.497507,7.983582,2020-04-08 19:20:00
medical,6,2020-04-08 11:10:00,2.388239,2.241668,1.953969,2.941372,1.953969,2.794685,2.046682,2.722355,2.202463,2.543505,1.845685,1.961168,1.994875,2.041513,2.067544,2.086266,2.108803,2.127256,2.147058,2.167165,2.201856,2.217312,2.233814,2.241670,2.266292,2.276921,2.298695,2.318401,2.344080,2.353948,2.366265,2.379584,2.407600,2.415139,2.430588,2.443650,2.458693,2.470578,2.497386,2.519287,2.543495,2.564023,2.603384,2.638402,2.675509,2.718250,2.743926,2.804354,2.876000,2.984668,3.246823,2020-04-08 11:10:00
medical,6,2020-04-10 13:45:00,5.637292,4.983102,3.933054,7.767575,3.991103,7.185277,4.148460,6.604095,4.814267,6.144134,3.306268,3.994259,4.159598,4.287082,4.364800,4.459375,4.632732,4.682515,4.769539,4.841351,4.899143,4.976669,5.031742,5.101619,5.149599,5.204534,5.250419,5.288794,5.395733,5.445084,5.521315,5.574864,5.693239,5.770822,5.828068,5.969894,6.009630,6.074056,6.105895,6.203357,6.339571,6.394774,6.449970,6.525672,6.617724,6.790448,6.945697,7.192644,7.550126,7.838559,8.362958,2020-04-10 13:45:00
medical,6,2020-04-09 10:45:00,3.55222,3.281159,2.185923,5.236307,2.235725,4.609423,2.640394,4.369328,2.765909,3.709424,1.888903,2.261613,2.435948,2.639595,2.721395,2.785484,2.826182,2.872981,2.890630,2.957542,2.998132,3.038827,3.077804,3.181950,3.234337,3.257071,3.301890,3.348312,3.362657,3.405311,3.436190,3.524906,3.566658,3.597574,3.702089,3.774909,3.805472,3.839181,3.914833,3.937751,4.046285,4.103259,4.163718,4.212466,4.311419,4.363742,4.464031,4.615966,5.030178,5.311338,5.737589,2020-04-09 10:45:00
medical,6,2020-04-08 19:30:00,6.336321,6.565881,3.933412,8.570413,4.739773,8.570413,4.953087,7.787384,5.408235,6.821010, 3.099075, 4.129333, 4.596701, 4.832212, 4.976243, 5.107370, 5.218048, 5.293446, 5.418810, 5.458515, 5.492729, 5.539186, 5.573567, 5.664237, 5.763685, 5.836227, 5.922998, 5.944698, 6.045527, 6.154902, 6.200517, 6.256747, 6.397735, 6.474629, 6.513690, 6.568479, 6.689264, 6.749837, 6.826437, 7.009309, 7.169782, 7.320098, 7.384641, 7.504379, 7.665855, 7.736003, 7.876322, 8.248968, 8.441719, 8.866557,10.350329,2020-04-08 19:30:00
medical,6,2020-04-08 11:15:00,2.328868,2.364399,1.711394,3.033391,1.834731,2.894515,1.911521,2.789387,2.004729,2.424175,1.509643,1.708161,1.844345,1.875029,1.922738,1.944267,1.981361,2.019873,2.060341,2.075850,2.087089,2.105194,2.133591,2.156499,2.167681,2.187808,2.203711,2.218139,2.247744,2.261790,2.276273,2.290142,2.314028,2.364399,2.381270,2.393966,2.422906,2.452103,2.487816,2.529315,2.547040,2.589230,2.630556,2.677176,2.744271,2.775324,2.807761,2.876861,2.895461,3.017684,3.492226,2020-04-08 11:15:00
medical,6,2020-04-09 22:10:00,6.33584,5.919956,3.921305,8.681658,4.592621,8.427650,4.707273,7.619323,5.177706,6.591386, 3.303056, 4.163204, 4.597809, 4.760069, 4.838963, 5.061835, 5.133357, 5.228009, 5.298065, 5.397464, 5.482202, 5.614422, 5.768790, 5.884382, 5.925694, 5.941875, 5.989413, 6.066936, 6.130663, 6.226700, 6.280078, 6.330877, 6.394677, 6.424114, 6.507618, 6.539241, 6.584884, 6.704186, 6.860504, 6.954889, 7.060305, 7.180279, 7.348129, 7.477279, 7.569656, 7.691966, 7.902651, 8.150689, 8.430457, 9.026262,10.030554,2020-04-09 22:10:00
medical,6,2020-04-09 11:00:00,5.472552,7.021946,3.372513,8.402432,3.372513,7.596162,3.328841,6.506783,4.412154,6.060810,2.693055,3.389788,3.529525,3.745389,3.926024,3.988361,4.103817,4.177453,4.273349,4.360572,4.497894,4.580623,4.733790,4.763242,4.871816,4.927150,4.971075,5.076153,5.096556,5.185894,5.257990,5.336268,5.471779,5.601920,5.727559,5.760122,5.824383,5.907732,6.000823,6.058070,6.184770,6.342009,6.447596,6.601300,6.831049,7.228780,7.393685,7.684277,7.918485,8.609347,9.898912,2020-04-09 11:00:00
medical,6,2020-04-08 11:20:00,2.414278,2.334148,1.863861,3.054603,1.877427,2.871969,2.057448,2.860680,2.150949,2.579734,1.590083,1.862840,1.907777,1.976735,2.015517,2.055820,2.095249,2.122884,2.143127,2.155475,2.194948,2.206684,2.221508,2.255000,2.270341,2.297859,2.320046,2.333352,2.357562,2.385157,2.404073,2.424574,2.467755,2.478708,2.496076,2.524796,2.553374,2.566575,2.573186,2.611934,2.630351,2.653660,2.687906,2.743935,2.770560,2.792851,2.832586,2.859683,2.901559,3.041811,3.233946,2020-04-08 11:20:00
medical,6,2020-04-08 19:40:00,7.467737,9.44024, 4.635111,10.081301,5.028903,9.526374,5.854947,9.332521,6.215386,8.113091, 4.394523, 4.840917, 5.333353, 5.554202, 5.793946, 5.927592, 6.057423, 6.172701, 6.269968, 6.321746, 6.448774, 6.553850, 6.628491, 6.756321, 6.811833, 6.915206, 6.932942, 7.096587, 7.212182, 7.269055, 7.428788, 7.590896, 7.645492, 7.697719, 7.758318, 7.872509, 7.967106, 8.109851, 8.233562, 8.285422, 8.439822, 8.617641, 8.701324, 8.816965, 8.949907, 9.120536, 9.295149, 9.440176, 9.829039,10.122369,11.071320,2020-04-08 19:40:00
