cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
buildings,3,2020-04-07 02:40:00,6.59004,6.398403,4.214748,8.825849,4.607921,8.517199,4.916747,7.959827,5.647224,7.082408,3.887205,4.496964,4.641062,4.992702,5.102659,5.253686,5.360122,5.471314,5.603987,5.680762,5.757016,5.821293,5.930597,6.024020,6.109167,6.187310,6.249325,6.312439,6.375222,6.421768,6.456371,6.522521,6.649980,6.743574,6.793006,6.858139,6.927432,7.015819,7.053661,7.190003,7.315889,7.579463,7.691094,7.743170,7.847798,8.045784,8.268842,8.449194,8.679435,9.110811,9.785865,2020-04-07 02:40:00
buildings,3,2020-04-06 19:05:00,3.359841,3.286959,2.601890,4.414475,2.577987,3.997801,2.808531,3.940416,2.896902,3.530591,2.101748,2.601292,2.700406,2.775814,2.807309,2.840531,2.870424,2.906583,2.935612,2.963222,3.006609,3.057712,3.074128,3.119306,3.143319,3.162437,3.214624,3.241655,3.280018,3.304895,3.320294,3.342555,3.403508,3.430019,3.467147,3.481385,3.507549,3.549551,3.589307,3.648950,3.702409,3.730608,3.752297,3.792792,3.870638,3.924266,3.939212,4.002228,4.161312,4.410763,4.707142,2020-04-06 19:05:00
buildings,3,2020-04-10 12:00:00,6.94553,6.933615,6.875332,7.030916,6.875332,7.009126,6.892628,6.998742,6.917807,6.969201,6.826152,6.875364,6.880569,6.888544,6.894582,6.900430,6.905914,6.907103,6.912276,6.915625,6.918691,6.920822,6.924192,6.925715,6.927770,6.930474,6.932128,6.935075,6.937566,6.939545,6.941963,6.946379,6.949021,6.950396,6.952944,6.955757,6.958605,6.962470,6.966027,6.968777,6.970896,6.975611,6.978302,6.983098,6.989383,6.994204,7.000581,7.009241,7.016011,7.031114,7.054321,2020-04-10 12:00:00
buildings,3,2020-04-06 19:10:00,3.59277,3.382879,2.754575,4.752518,2.754575,4.425645,2.919045,4.279151,3.170203,3.857051,2.461274,2.749481,2.802644,2.838873,2.925164,2.968852,3.067197,3.114410,3.135455,3.170310,3.200518,3.234220,3.270146,3.316058,3.348327,3.375548,3.401906,3.424411,3.490984,3.519895,3.543800,3.573896,3.627386,3.683794,3.713195,3.736886,3.763453,3.812974,3.834075,3.857989,3.912452,3.960305,4.032236,4.115075,4.185850,4.245435,4.281284,4.389106,4.585632,4.723450,5.207664,2020-04-06 19:10:00
buildings,3,2020-04-08 00:45:00,5.248052,4.820684,3.476510,7.489134,3.447708,6.705822,4.177606,6.705822,4.399562,5.657287,3.035164,3.477952,3.667444,3.851478,4.051804,4.212796,4.254192,4.308343,4.401017,4.473147,4.530276,4.574103,4.653932,4.696518,4.738637,4.818173,4.867908,4.934493,5.042774,5.083069,5.148579,5.225888,5.294899,5.348342,5.439719,5.484180,5.534350,5.616874,5.666173,5.765187,5.857528,5.972821,6.040984,6.243950,6.446914,6.515013,6.601858,6.754748,7.009828,7.489193,8.153205,2020-04-08 00:45:00
buildings,3,2020-04-07 02:50:00,5.60779,5.503432,4.013904,7.222073,4.340524,7.105376,4.340524,6.525934,5.235847,6.250666,3.221333,4.056931,4.226588,4.400255,4.493401,4.574114,4.711912,4.805635,4.894758,4.995132,5.092064,5.158714,5.230380,5.271315,5.291548,5.325917,5.383715,5.409420,5.457130,5.521143,5.594160,5.644927,5.666843,5.687598,5.768838,5.807929,5.843620,5.911618,5.995400,6.050789,6.134648,6.196610,6.240901,6.392570,6.512816,6.718697,6.773369,6.921163,7.087475,7.366175,7.850968,2020-04-07 02:50:00
buildings,3,2020-04-09 02:10:00,5.89505,5.881711,4.662840,7.074847,4.963414,7.028000,5.050979,6.669715,5.213820,6.069556,4.662840,4.783768,4.972345,5.067981,5.139402,5.186551,5.220215,5.239088,5.286227,5.320892,5.350706,5.379869,5.453255,5.483355,5.563787,5.596668,5.650583,5.715228,5.769291,5.827144,5.862011,5.873916,5.926535,5.973197,6.006030,6.049484,6.080433,6.116004,6.177727,6.301352,6.411532,6.456487,6.476991,6.518268,6.586955,6.680465,6.788466,6.904387,7.030342,7.241579,7.935156,2020-04-09 02:10:00
buildings,3,2020-04-07 12:50:00,7.829227,7.2952, 5.235869,11.605435, 5.235869,10.511104,5.750189,9.845033,6.714588,8.496313, 3.720398, 4.972064, 5.465053, 5.826993, 5.965535, 6.166054, 6.280642, 6.371493, 6.578018, 6.729525, 6.796830, 6.853002, 6.907101, 7.057449, 7.113090, 7.170489, 7.250502, 7.318353, 7.443470, 7.504016, 7.587438, 7.636675, 7.747405, 7.843036, 7.987065, 8.065596, 8.154769, 8.296933, 8.444623, 8.522524, 8.741714, 8.799847, 9.057248, 9.418566, 9.703324, 9.999490,10.295876,10.406756,10.929511,11.416035,12.631768,2020-04-07 12:50:00
buildings,3,2020-04-06 19:15:00,4.004043,3.807021,2.788113,5.443718,2.897346,4.889913,3.210614,4.836027,3.198210,4.071181,2.622403,2.902746,3.026746,3.131647,3.209730,3.245717,3.332934,3.380929,3.395586,3.451443,3.490337,3.558423,3.636874,3.675055,3.709955,3.740304,3.782155,3.811080,3.853700,3.880541,3.909602,3.942838,3.985077,4.039730,4.085802,4.169431,4.230628,4.316683,4.355770,4.419677,4.466258,4.535363,4.565930,4.632525,4.689170,4.786778,4.835091,4.893484,5.240086,5.566785,6.085407,2020-04-06 19:15:00
buildings,3,2020-04-07 03:20:00,6.727011,7.019338,4.784771,9.550332,4.784771,8.472183,5.030092,8.096480,5.652666,7.428737, 4.094052, 4.655314, 4.958485, 5.048567, 5.104501, 5.275685, 5.354108, 5.463890, 5.577982, 5.665445, 5.768325, 5.878868, 5.973555, 6.077178, 6.150512, 6.182077, 6.290634, 6.343984, 6.511770, 6.601479, 6.704062, 6.752307, 6.890543, 6.993014, 7.078922, 7.117014, 7.190399, 7.325368, 7.394641, 7.437897, 7.569841, 7.666412, 7.833623, 7.964068, 8.029992, 8.119888, 8.294136, 8.447714, 8.815117, 9.313568,10.320932,2020-04-07 03:20:00
buildings,3,2020-04-06 19:20:00,3.499676,3.582238,2.547988,4.485493,2.727597,4.188653,2.877069,3.979005,3.211122,3.767058,2.547988,2.682124,2.790202,2.876305,2.936791,2.996134,3.043146,3.063285,3.105925,3.141249,3.168323,3.218994,3.236560,3.266112,3.284548,3.329291,3.347401,3.365395,3.395578,3.432405,3.494309,3.527284,3.553940,3.562839,3.571772,3.592990,3.652640,3.686739,3.716329,3.726051,3.744503,3.792263,3.816702,3.860951,3.925891,3.973315,4.069711,4.173162,4.338693,4.640301,5.242437,2020-04-06 19:20:00
buildings,3,2020-04-08 01:00:00,4.06188,3.537306,2.455644,6.391992,2.455644,5.840027,2.770379,5.498047,2.993183,4.262165,1.532212,2.452051,2.583416,2.768164,2.801393,2.957939,3.008838,3.090659,3.140627,3.254685,3.288581,3.327836,3.396696,3.427524,3.535233,3.591863,3.626185,3.670126,3.705793,3.748813,3.780755,3.855290,3.919858,4.036619,4.173059,4.226272,4.332376,4.454964,4.545333,4.698885,4.761373,4.949291,5.035750,5.191841,5.367967,5.495539,5.656065,5.813363,6.021101,6.370667,7.351619,2020-04-08 01:00:00
buildings,3,2020-04-07 13:10:00,7.675875,7.163803, 4.574215,10.818606, 5.231017,10.306292,5.839691,9.825618,6.460007,8.167006, 3.854627, 5.028330, 5.338226, 5.747801, 5.885953, 6.003893, 6.081134, 6.287120, 6.403321, 6.506960, 6.577126, 6.724564, 6.761089, 6.846214, 6.956823, 7.052871, 7.116210, 7.147582, 7.246071, 7.345303, 7.401406, 7.477263, 7.556576, 7.606888, 7.764057, 7.885669, 7.958132, 8.031371, 8.118206, 8.452091, 8.807260, 8.888621, 9.082988, 9.215656, 9.607518, 9.753485, 9.920834,10.204486,10.451914,11.290888,12.576515,2020-04-07 13:10:00
buildings,3,2020-04-07 03:25:00,7.217506,6.607413, 4.778086,10.051929,5.201246,9.298793,5.456481,8.738772,5.874713,7.617200, 4.292166, 5.048602, 5.407883, 5.497981, 5.569523, 5.724873, 5.864141, 5.932659, 5.979727, 6.113428, 6.274082, 6.368422, 6.412669, 6.474803, 6.558993, 6.622922, 6.660246, 6.752622, 6.842238, 6.940283, 7.062038, 7.197436, 7.267792, 7.334696, 7.442115, 7.527935, 7.616410, 7.830164, 7.890853, 7.982496, 8.109197, 8.311833, 8.530423, 8.583401, 8.698993, 8.797540, 9.066702, 9.165966, 9.606942,10.061097,11.183378,2020-04-07 03:25:00
buildings,3,2020-04-06 19:25:00,4.4035,3.990015,3.283728,5.823222,3.364366,5.480881,3.409614,5.075360,3.910542,4.767276,3.115137,3.311699,3.425994,3.502330,3.588226,3.652330,3.729422,3.770778,3.819991,3.877564,3.915463,3.933821,3.958220,3.984184,4.026134,4.094084,4.138800,4.218817,4.243345,4.294683,4.323022,4.367430,4.431696,4.491268,4.523125,4.557560,4.632095,4.664533,4.719686,4.743512,4.776399,4.863146,4.941311,5.031246,5.081466,5.226811,5.343950,5.474520,5.660824,5.876476,6.879940,2020-04-06 19:25:00
buildings,3,2020-04-06 19:35:00,4.29887,4.031156,2.924784,5.790097,3.000441,5.272532,3.545339,5.260499,3.775595,4.587713,2.565255,2.969021,3.125429,3.222845,3.411815,3.543368,3.617817,3.703904,3.790389,3.837295,3.873243,3.906119,3.940484,3.962271,3.994483,4.022095,4.067237,4.108330,4.172680,4.209799,4.249565,4.308384,4.366236,4.426066,4.482146,4.505600,4.562300,4.583487,4.623980,4.692201,4.750264,4.791110,4.833008,4.887961,5.017605,5.129406,5.166115,5.254702,5.519040,5.791477,6.669054,2020-04-06 19:35:00
buildings,3,2020-04-07 13:15:00,6.163021,6.033508,4.171204,8.068452,4.355973,7.895808,4.549152,7.474022,5.190252,6.765297, 3.660557, 4.249260, 4.422094, 4.560153, 4.745180, 4.795064, 4.861079, 5.018396, 5.101975, 5.229594, 5.325614, 5.384479, 5.523593, 5.583069, 5.720216, 5.785578, 5.814912, 5.908317, 5.950512, 6.026521, 6.111168, 6.166569, 6.215625, 6.275226, 6.356169, 6.439010, 6.505087, 6.666477, 6.710218, 6.836938, 7.012076, 7.110962, 7.151049, 7.206300, 7.362543, 7.476833, 7.699137, 7.829370, 7.993787, 8.397132,10.607303,2020-04-07 13:15:00
buildings,3,2020-04-07 03:50:00,5.215508,4.997767,3.005778,7.574483,2.957002,6.739654,3.843011,6.739654,4.343202,5.771997,2.255450,3.011063,3.243749,3.559636,3.700033,3.855694,3.961301,4.179193,4.344686,4.438594,4.496010,4.570173,4.648719,4.695647,4.760020,4.816975,4.905483,4.945608,4.998860,5.100248,5.175823,5.251956,5.305753,5.383583,5.448130,5.514809,5.591573,5.679294,5.773090,5.912498,5.990548,6.111558,6.199018,6.267925,6.419698,6.538974,6.619140,6.920808,7.191976,7.577078,8.661670,2020-04-07 03:50:00
buildings,3,2020-04-08 01:20:00,1.919876,1.711538,0.9127123,2.8985315,0.993805,2.685514,1.027170,2.472645,1.537814,2.302970,0.8046025,1.0088847,1.0686920,1.1001285,1.1609039,1.2177671,1.3186522,1.3530667,1.4429793,1.4893619,1.5547330,1.5602826,1.5897312,1.6287555,1.6603200,1.6901083,1.7217961,1.7382639,1.7767890,1.8099114,1.8509814,1.8724837,1.9224368,1.9565319,2.0192164,2.0997831,2.1521188,2.1956275,2.2363707,2.2905447,2.3199692,2.3517529,2.4209509,2.4524295,2.5000888,2.5739001,2.6125050,2.6877618,2.8421585,3.0115016,4.4018716,2020-04-08 01:20:00
buildings,3,2020-04-06 19:40:00,3.752873,3.760232,2.455672,4.769420,2.948897,4.769420,3.056282,4.418877,3.318110,3.932633,2.455672,2.659988,2.944732,3.018431,3.094584,3.191316,3.231587,3.310333,3.348488,3.369744,3.389345,3.406728,3.437707,3.473383,3.503159,3.561653,3.597466,3.644478,3.669179,3.686728,3.738881,3.754209,3.783275,3.820873,3.837652,3.855350,3.902548,3.923164,3.970673,4.005144,4.055772,4.078657,4.124119,4.203568,4.287034,4.400592,4.494122,4.607727,4.740751,5.044876,5.593785,2020-04-06 19:40:00
buildings,3,2020-04-07 03:55:00,3.862528,3.816314,1.942799,5.743641,2.135608,5.349026,2.380428,4.718481,3.330602,4.416021,1.724545,2.133156,2.378694,2.473732,2.662075,2.808804,2.969446,3.037028,3.119857,3.198090,3.239797,3.332828,3.397918,3.485742,3.524879,3.576345,3.660637,3.694113,3.732311,3.753310,3.819900,3.858581,3.905869,3.927867,3.999565,4.060626,4.121390,4.160559,4.220383,4.296643,4.363611,4.417611,4.542702,4.605853,4.700942,4.996006,5.146388,5.304035,5.666889,6.017067,6.524485,2020-04-07 03:55:00
buildings,3,2020-04-07 13:30:00,5.598849,5.899889,3.362964,7.538825,4.043128,7.582500,4.272500,6.900311,4.835296,6.207280,3.222647,3.588985,3.854912,4.175218,4.285253,4.435563,4.495661,4.546949,4.602593,4.742389,4.836626,4.871953,4.944966,5.037934,5.135323,5.216518,5.279875,5.316631,5.360185,5.506441,5.582333,5.628382,5.744689,5.842260,5.886556,5.958830,6.014013,6.068784,6.092049,6.159503,6.217809,6.361205,6.453712,6.551338,6.686419,6.831146,6.949043,7.163870,7.466274,8.077179,8.774575,2020-04-07 13:30:00
buildings,3,2020-04-06 19:45:00,3.726854,3.432363,2.790640,4.906183,2.871185,4.623176,2.871185,4.324854,3.101554,3.817180,2.589179,2.805503,2.883248,2.959487,3.005147,3.101712,3.145318,3.172603,3.215450,3.276475,3.311544,3.341266,3.366142,3.386099,3.404525,3.454473,3.488588,3.526393,3.561460,3.591862,3.626787,3.684978,3.735869,3.770491,3.793825,3.830026,3.927316,3.950002,3.992010,4.033636,4.103069,4.181806,4.224399,4.285484,4.383546,4.480386,4.567971,4.585526,4.667438,4.920620,6.476805,2020-04-06 19:45:00
buildings,3,2020-04-08 01:30:00,1.783487,1.564394,0.5082079,3.2394097,0.5767793,2.9131833,0.9991054,2.7412749,0.9991054,1.7701745,0.4384977,0.5778245,0.7826629,0.9516779,1.0126339,1.0650910,1.0892769,1.1260548,1.1980201,1.2558570,1.2741641,1.3099691,1.3692189,1.4069408,1.4532986,1.5213548,1.5523461,1.5700221,1.6023616,1.6403485,1.6622763,1.6789050,1.7168273,1.7485979,1.8146764,1.9051163,1.9445860,2.0033020,2.0487022,2.1264584,2.1644108,2.2042096,2.2542277,2.4091099,2.6104331,2.6832849,2.7989095,2.9166005,3.0893881,3.3257797,4.8526344,2020-04-08 01:30:00
buildings,3,2020-04-07 04:00:00,4.434239,4.051034,2.956740,6.299768,2.95674,5.57742,3.524370,5.563315,3.651171,4.788042,2.399187,2.712180,3.056830,3.227936,3.285954,3.522827,3.578182,3.679144,3.726966,3.763924,3.832388,3.875810,3.932141,3.972628,4.046084,4.074950,4.104040,4.204517,4.287735,4.368044,4.413079,4.458555,4.508975,4.526866,4.647878,4.724692,4.761292,4.807396,4.890314,4.942169,5.053599,5.170294,5.223113,5.303309,5.376114,5.406572,5.455531,5.560935,5.897589,6.198468,7.309133,2020-04-07 04:00:00
buildings,3,2020-04-06 19:50:00,3.415935,3.55314,2.398233,4.644308,2.547130,4.310931,2.659341,4.068285,3.064694,3.855099,2.142549,2.294009,2.567634,2.644064,2.676943,2.707065,2.750854,2.831815,2.897704,2.952158,2.979403,3.036516,3.080656,3.095979,3.176420,3.235086,3.276673,3.327533,3.349306,3.382346,3.417827,3.452240,3.503994,3.536818,3.578262,3.600487,3.658673,3.705103,3.732175,3.754846,3.804056,3.849896,3.883287,3.909463,3.988248,4.055609,4.114869,4.223190,4.359071,4.575212,5.219912,2020-04-06 19:50:00
buildings,3,2020-04-07 13:40:00,5.722969,5.793049,4.170216,7.697081,4.170216,7.191783,4.286097,6.615149,4.993317,6.354885,3.393290,4.285194,4.345781,4.385749,4.442615,4.515385,4.590543,4.690208,4.795883,4.860868,4.918573,4.997037,5.045025,5.141181,5.211075,5.292119,5.384994,5.454135,5.553510,5.624709,5.683388,5.730419,5.753551,5.838665,5.927595,5.974567,6.039367,6.139563,6.203680,6.284925,6.334381,6.368735,6.536583,6.597343,6.791440,6.860554,7.083537,7.330792,7.491536,8.102171,9.057029,2020-04-07 13:40:00
buildings,3,2020-04-06 19:55:00,3.217391,3.039177,2.317073,4.240792,2.453366,4.014355,2.529032,3.688558,2.947027,3.568908,1.757421,2.355326,2.527760,2.581499,2.615944,2.646600,2.706495,2.769871,2.800184,2.836528,2.889455,2.915181,2.944073,2.967233,3.003989,3.015537,3.042659,3.088956,3.127787,3.158468,3.175445,3.222546,3.259920,3.297431,3.339830,3.368153,3.388761,3.440229,3.449769,3.468850,3.521974,3.553038,3.566587,3.635563,3.679659,3.797107,3.856760,3.919302,4.115141,4.243460,4.625289,2020-04-06 19:55:00
buildings,3,2020-04-09 02:20:00,6.140599,5.976359,4.823890,7.404582,4.916681,7.124110,5.278443,7.021740,5.367077,6.276110,4.549029,4.915785,5.012865,5.138385,5.283276,5.367484,5.424368,5.485763,5.575554,5.633804,5.681299,5.703031,5.745270,5.811567,5.843945,5.866506,5.930126,5.966979,6.020416,6.051062,6.077202,6.100316,6.134146,6.215160,6.251730,6.284434,6.342980,6.455926,6.494342,6.553935,6.616539,6.648403,6.707585,6.820511,6.899128,6.969917,7.023403,7.114794,7.331858,7.486386,8.408553,2020-04-09 02:20:00
buildings,3,2020-04-07 04:05:00,5.486712,5.677909,3.309418,7.344977,3.998518,7.328553,3.998518,6.562368,4.943006,6.352926,2.882893,3.372161,3.604484,4.022902,4.209884,4.293832,4.355455,4.452339,4.539167,4.621965,4.700292,4.805722,4.931782,5.019858,5.095284,5.179065,5.247219,5.321548,5.356113,5.441711,5.537475,5.597438,5.668752,5.703403,5.784960,5.848269,5.933185,5.968107,6.096256,6.203864,6.227295,6.269957,6.343702,6.462431,6.531744,6.605994,6.771481,6.960042,7.268492,7.375030,8.525067,2020-04-07 04:05:00
buildings,3,2020-04-08 01:40:00,2.435077,2.044095,0.7869826,4.2158774,1.111696,3.764613,1.357957,3.493927,1.732858,2.675760,0.4560452,1.0745460,1.1522542,1.3517962,1.4499487,1.5459947,1.6286400,1.7168470,1.7573880,1.8237997,1.8712731,1.8936222,1.9351644,1.9745907,2.0083721,2.0342190,2.0821775,2.1213835,2.1958156,2.2395209,2.2673910,2.3484487,2.3852761,2.4451589,2.5097716,2.5721424,2.6239321,2.6753346,2.7673996,2.8784568,2.9464456,3.0487320,3.2046169,3.3317908,3.3560323,3.4803372,3.6120366,3.7447875,3.9370737,4.6125025,5.3178673,2020-04-08 01:40:00
buildings,3,2020-04-07 13:50:00,6.384699,6.466241,3.882304,8.493632,4.358826,7.998830,5.023672,7.956738,5.424358,6.970460, 3.638019, 4.242168, 4.489518, 4.733013, 4.913636, 5.018005, 5.128693, 5.200643, 5.280707, 5.435450, 5.500527, 5.615430, 5.738599, 5.883322, 5.937761, 5.982017, 6.060326, 6.111725, 6.243150, 6.323149, 6.392680, 6.522720, 6.542201, 6.565952, 6.621606, 6.682814, 6.751919, 6.823428, 6.907201, 7.016116, 7.174007, 7.311750, 7.405508, 7.479685, 7.620345, 7.724317, 7.877356, 7.937723, 8.175207, 8.990452,10.473973,2020-04-07 13:50:00
buildings,3,2020-04-07 04:10:00,5.277535,5.314406,3.621726,7.074307,3.74254,6.65503,4.183489,6.370483,4.650303,5.789465,3.346958,3.798257,3.973617,4.081304,4.206998,4.223365,4.267226,4.341377,4.441454,4.525343,4.569965,4.684489,4.745390,4.799871,4.941333,4.996046,5.053398,5.125592,5.162155,5.217928,5.232626,5.284458,5.336363,5.363302,5.407774,5.455751,5.489087,5.556013,5.615395,5.714067,5.771058,5.841848,5.901396,5.997684,6.143857,6.296361,6.385385,6.659839,6.909140,7.741700,8.179071,2020-04-07 04:10:00
buildings,3,2020-04-10 12:05:00,6.845437,6.924526,6.230035,7.391564,6.359796,7.369529,6.453455,7.226158,6.704327,7.092078,5.836545,6.229255,6.312933,6.371428,6.421370,6.463651,6.506586,6.537663,6.576380,6.623350,6.660579,6.674467,6.707026,6.729691,6.752091,6.771963,6.788788,6.805029,6.831067,6.855283,6.872766,6.890822,6.909430,6.926134,6.937230,6.949474,6.977915,6.998587,7.007144,7.037095,7.056540,7.080851,7.093102,7.124513,7.155633,7.171908,7.211333,7.242585,7.333417,7.387683,7.789584,2020-04-10 12:05:00
buildings,3,2020-04-07 04:15:00,6.311287,6.133039,4.344646,8.452371,4.470854,7.883977,5.291292,7.883977,5.375408,6.608895, 3.854238, 4.405105, 4.583277, 4.854214, 4.972824, 5.223904, 5.367016, 5.412330, 5.486454, 5.586543, 5.633427, 5.705575, 5.764701, 5.832396, 5.873512, 5.902588, 5.978277, 6.026562, 6.149960, 6.213782, 6.246615, 6.291164, 6.330789, 6.400706, 6.447484, 6.513665, 6.602504, 6.654455, 6.740057, 6.836022, 6.888684, 6.975263, 7.064215, 7.240714, 7.409596, 7.524217, 7.665469, 7.837342, 8.205231, 8.635764,10.551214,2020-04-07 04:15:00
buildings,3,2020-04-07 13:55:00,7.158993,6.755567,5.205839,9.283790,5.585564,8.941201,5.830040,8.318597,6.476971,7.828467, 4.344330, 5.386448, 5.669652, 5.858756, 5.913937, 6.007231, 6.073443, 6.152940, 6.267398, 6.342981, 6.405296, 6.490916, 6.525652, 6.624094, 6.673264, 6.717853, 6.753732, 6.847788, 6.908674, 6.964131, 7.025540, 7.127961, 7.180744, 7.238543, 7.327812, 7.410693, 7.498903, 7.603728, 7.696234, 7.747400, 7.809567, 7.898568, 8.034056, 8.142917, 8.235653, 8.375496, 8.578701, 8.807866, 9.017307, 9.401148,10.163068,2020-04-07 13:55:00
buildings,3,2020-04-08 01:55:00,5.725459,5.73544, 2.324366,10.209879,2.324366,8.343828,3.087865,7.645842,4.109096,6.451948, 2.092680, 2.535205, 3.133262, 3.292005, 3.481056, 3.586176, 3.683944, 3.881531, 3.969083, 4.152985, 4.262576, 4.418213, 4.577475, 4.656257, 4.732134, 4.790140, 4.990023, 5.171081, 5.290489, 5.421164, 5.568700, 5.697249, 5.780549, 5.856924, 5.886247, 5.941173, 6.104560, 6.267148, 6.383783, 6.475946, 6.617953, 6.772958, 7.016287, 7.501481, 7.715226, 7.894231, 8.232764, 8.495689, 9.864818,10.822692,13.113066,2020-04-08 01:55:00
buildings,3,2020-04-07 04:20:00,7.024467,6.499743,5.049850,9.000981,5.303484,8.803442,5.543600,8.597973,5.929878,7.379353, 4.506550, 5.213568, 5.378925, 5.553690, 5.594384, 5.648329, 5.818674, 5.924521, 6.019254, 6.098425, 6.143203, 6.190546, 6.291208, 6.355824, 6.434966, 6.510436, 6.560658, 6.622176, 6.660807, 6.751115, 6.864746, 6.949883, 7.003573, 7.135753, 7.174642, 7.219316, 7.288931, 7.376834, 7.571103, 7.740475, 7.886441, 8.018920, 8.253297, 8.315944, 8.493581, 8.600044, 8.716701, 8.755755, 8.917704, 9.423311,10.270823,2020-04-07 04:20:00
buildings,3,2020-04-07 14:00:00,8.251625,8.802081, 5.62659,10.67899, 5.641848,10.053082, 6.675937,10.053082,7.483094,9.294622, 5.240627, 5.641467, 5.754039, 6.101252, 6.398712, 6.669567, 6.885723, 6.926297, 7.089086, 7.279586, 7.332622, 7.446591, 7.515270, 7.635289, 7.717750, 7.772697, 7.934253, 8.042070, 8.175116, 8.235128, 8.300855, 8.366453, 8.483818, 8.585916, 8.682125, 8.803642, 8.876447, 8.981159, 9.080943, 9.140741, 9.195382, 9.272470, 9.364267, 9.496553, 9.601812, 9.733351, 9.867028,10.048538,10.399242,10.680854,11.871577,2020-04-07 14:00:00
buildings,3,2020-04-08 02:00:00,6.065781,5.032635,3.223615,9.217788,3.765114,8.750085,3.996033,7.632191,4.547657,6.344825, 3.040793, 3.598754, 4.009244, 4.219287, 4.450008, 4.548282, 4.594267, 4.674113, 4.764177, 4.779888, 4.803772, 4.856289, 4.994825, 5.110384, 5.214769, 5.315562, 5.387534, 5.489481, 5.602295, 5.679239, 5.810138, 5.971412, 6.061796, 6.138858, 6.295937, 6.352248, 6.460868, 6.629638, 6.718828, 6.853155, 7.033119, 7.165933, 7.291013, 7.561730, 7.636178, 7.885044, 8.285350, 8.602120, 9.018866, 9.543638,12.497846,2020-04-08 02:00:00
buildings,3,2020-04-07 04:25:00,7.219212,7.109408,5.553193,9.316845,5.616343,8.937627,5.942360,8.741627,6.476266,7.868442, 5.049682, 5.432456, 5.630146, 5.801363, 5.941339, 6.004418, 6.149302, 6.171693, 6.221084, 6.351213, 6.477303, 6.496685, 6.564482, 6.696001, 6.755992, 6.783444, 6.826298, 6.911597, 7.025865, 7.101625, 7.147248, 7.238449, 7.305882, 7.370958, 7.431154, 7.510486, 7.564934, 7.621059, 7.708392, 7.791666, 7.877615, 8.019025, 8.096812, 8.270830, 8.522174, 8.680194, 8.733387, 8.851020, 8.938556, 9.201064,10.581795,2020-04-07 04:25:00
buildings,3,2020-04-07 14:10:00,7.243423,6.838346,4.912471,9.808707,5.121744,9.372132,5.121744,8.499195,5.897310,7.604994, 4.608552, 5.120492, 5.282787, 5.460129, 5.666498, 5.754502, 5.903028, 5.962171, 6.071074, 6.137805, 6.258828, 6.388735, 6.426333, 6.488185, 6.591270, 6.731259, 6.795943, 6.869628, 6.907461, 6.985552, 7.095245, 7.174705, 7.303224, 7.369417, 7.444848, 7.532897, 7.625457, 7.754760, 7.860071, 8.003986, 8.053977, 8.138607, 8.242677, 8.486045, 8.689473, 8.892191, 9.168955, 9.357145, 9.703935,10.055425,11.677731,2020-04-07 14:10:00
buildings,3,2020-04-07 04:40:00,5.282161,5.575121,3.419150,7.334136,3.419150,6.713764,3.924794,6.158419,4.795961,6.021799,3.118583,3.578141,3.761424,3.966358,4.126212,4.223337,4.313552,4.366839,4.430111,4.502263,4.537812,4.599193,4.706038,4.781972,4.847090,4.919019,4.999973,5.023079,5.070048,5.204745,5.292203,5.348328,5.392549,5.472492,5.536429,5.577726,5.612483,5.658863,5.718297,5.810119,5.852813,5.919705,5.971955,6.010604,6.104410,6.208830,6.580973,6.849351,7.177540,7.524993,8.051511,2020-04-07 04:40:00
buildings,3,2020-04-08 02:15:00,6.941844,6.432232, 4.073621,10.510587,4.002971,9.540919,4.295597,8.816300,5.218488,7.655271, 3.498485, 4.101598, 4.291644, 4.504734, 4.721247, 4.876025, 5.131540, 5.241140, 5.323793, 5.394845, 5.549531, 5.663599, 5.750546, 6.039043, 6.157161, 6.237486, 6.302917, 6.408076, 6.530252, 6.625991, 6.667552, 6.920893, 6.996628, 7.113441, 7.245404, 7.457260, 7.603893, 7.709498, 7.801437, 7.923990, 8.039930, 8.159277, 8.377366, 8.623276, 8.790083, 9.116568, 9.380164, 9.642782,10.181169,10.512826,15.781727,2020-04-08 02:15:00
buildings,3,2020-04-09 02:30:00,6.11188,6.092672,4.364268,7.527664,4.691037,7.420491,5.163472,7.313617,5.509913,6.463685,3.623526,4.556148,4.758369,4.832975,4.948520,5.155449,5.206807,5.318640,5.441239,5.525918,5.586287,5.673359,5.734874,5.800909,5.844804,5.887356,5.924117,5.989549,6.007092,6.053042,6.083070,6.126120,6.176324,6.221152,6.295423,6.314301,6.343961,6.378380,6.420114,6.504135,6.567911,6.689375,6.797663,6.871304,6.980127,7.053246,7.190419,7.293730,7.502741,7.882378,9.671378,2020-04-09 02:30:00
