loc,cat,dateHour,maxMAP,maxCIR
16,power,2020-04-09 07:00:00,2.96,3.63
16,power,2020-04-09 08:00:00,7.4,7.14
16,power,2020-04-09 09:00:00,8.46,5.68
16,power,2020-04-09 10:00:00,6.76,5.44
16,power,2020-04-09 11:00:00,7.12,4.93
16,power,2020-04-09 12:00:00,7.83,5.19
16,power,2020-04-09 13:00:00,6.27,5.67
16,power,2020-04-09 14:00:00,6.11,5.78
16,power,2020-04-09 15:00:00,3.16,1.31
16,power,2020-04-09 16:00:00,3.5,1.08
16,power,2020-04-09 17:00:00,3.59,1.59
16,power,2020-04-09 18:00:00,3.86,1.67
16,power,2020-04-09 19:00:00,4.16,1.89
16,power,2020-04-09 20:00:00,4.33,2.17
16,power,2020-04-09 21:00:00,4.61,2.52
16,power,2020-04-09 22:00:00,4.78,2.94
16,power,2020-04-09 23:00:00,4.08,2.95
16,power,2020-04-10 00:00:00,4.12,3.74
16,power,2020-04-10 01:00:00,5.87,4.8
16,power,2020-04-10 02:00:00,7.18,5.02
16,power,2020-04-10 03:00:00,5.36,4.52
16,power,2020-04-10 04:00:00,5.01,5.3
16,power,2020-04-10 05:00:00,7.41,5.31
16,power,2020-04-10 06:00:00,3.56,3.3
16,power,2020-04-10 07:00:00,6.03,5.36
16,power,2020-04-10 08:00:00,7.7,5.28
16,power,2020-04-10 09:00:00,6.61,4.82
16,power,2020-04-10 10:00:00,6,5.16
16,power,2020-04-10 11:00:00,4.55,4.25
16,power,2020-04-10 12:00:00,4.81,4.15
16,power,2020-04-10 13:00:00,4.58,5.47
16,power,2020-04-10 14:00:00,4.32,5.43
16,power,2020-04-10 15:00:00,5.28,4.89
16,power,2020-04-10 16:00:00,6.24,4.77
16,power,2020-04-10 17:00:00,6.13,5.43
16,power,2020-04-10 18:00:00,7.85,5.56
16,power,2020-04-10 19:00:00,6.99,4.72
16,power,2020-04-10 20:00:00,7.2,5.08
16,power,2020-04-10 21:00:00,7.38,5.12
16,power,2020-04-10 22:00:00,5.99,5.31
16,power,2020-04-10 23:00:00,7.73,5.37
17,power,2020-04-06 09:00:00,6.1,4.85
17,power,2020-04-06 10:00:00,6.94,6
17,power,2020-04-06 11:00:00,7.27,5.76
17,power,2020-04-06 12:00:00,7.91,5.56
17,power,2020-04-06 13:00:00,6.18,5.41
17,power,2020-04-06 14:00:00,8.2,5.84
17,power,2020-04-06 15:00:00,6.96,5.2
17,power,2020-04-06 16:00:00,5.42,4.88
17,power,2020-04-06 17:00:00,3.91,6.59
17,power,2020-04-06 18:00:00,3.44,5.33
17,power,2020-04-06 19:00:00,6.91,5.96
17,power,2020-04-06 20:00:00,8.83,7.67
17,power,2020-04-06 21:00:00,8.11,6.48
17,power,2020-04-06 22:00:00,4.12,6.62
17,power,2020-04-06 23:00:00,1.34,5.17
17,power,2020-04-07 00:00:00,4.06,6.02
17,power,2020-04-07 01:00:00,8.32,6.1
17,power,2020-04-07 02:00:00,3.77,6.74
17,power,2020-04-07 03:00:00,7.06,7.82
17,power,2020-04-07 04:00:00,4.75,5.34
17,power,2020-04-07 05:00:00,6.03,6.7
17,power,2020-04-07 06:00:00,2.92,3.81
17,power,2020-04-07 07:00:00,2.55,6.77
17,power,2020-04-07 08:00:00,6.95,7.57
17,power,2020-04-07 09:00:00,5.74,7.58
17,power,2020-04-07 11:00:00,4.01,7.49
17,power,2020-04-07 12:00:00,1.24,3.91
17,power,2020-04-07 13:00:00,8.01,6.78
17,power,2020-04-07 14:00:00,9.09,5.28
17,power,2020-04-07 15:00:00,6.79,7.04
17,power,2020-04-07 16:00:00,3.46,6.07
17,power,2020-04-07 17:00:00,7.88,7.52
17,power,2020-04-07 18:00:00,8.83,6.26
17,power,2020-04-07 19:00:00,3.61,6.82
17,power,2020-04-07 20:00:00,3.08,5.2
17,power,2020-04-07 21:00:00,8.29,6.23
17,power,2020-04-07 22:00:00,7.31,5.35
17,power,2020-04-07 23:00:00,8.43,6.78
17,power,2020-04-08 01:00:00,6.22,6.22
17,power,2020-04-08 02:00:00,5.59,6.89
17,power,2020-04-08 03:00:00,3.36,6.4
17,power,2020-04-08 04:00:00,7.62,6.96
17,power,2020-04-08 05:00:00,7.81,6.39
17,power,2020-04-08 06:00:00,8.96,6.14
17,power,2020-04-08 07:00:00,4.97,7.59
17,power,2020-04-08 08:00:00,7.19,4.93
17,power,2020-04-08 09:00:00,7.21,1.56
17,power,2020-04-08 10:00:00,7.27,1.43
17,power,2020-04-08 11:00:00,7.15,1.56
17,power,2020-04-08 12:00:00,7.21,1.69
17,power,2020-04-08 13:00:00,7.02,1.74
17,power,2020-04-08 14:00:00,7.02,2.35
17,power,2020-04-08 15:00:00,6.85,2.48
17,power,2020-04-08 16:00:00,6.74,2.58
17,power,2020-04-08 17:00:00,6.93,2.68
17,power,2020-04-08 18:00:00,7.22,3.02
17,power,2020-04-08 20:00:00,6.57,4.15
17,power,2020-04-08 23:00:00,6.84,2.5
17,power,2020-04-09 00:00:00,6.52,4.07
17,power,2020-04-09 01:00:00,6.28,3.14
17,power,2020-04-09 02:00:00,6.4,2.96
17,power,2020-04-09 03:00:00,5.88,2.71
17,power,2020-04-09 04:00:00,5.24,2.56
17,power,2020-04-09 05:00:00,5.53,2.76
17,power,2020-04-09 06:00:00,6.36,3.2
17,power,2020-04-09 07:00:00,6.83,4.12
17,power,2020-04-09 08:00:00,5.97,2.96
17,power,2020-04-09 09:00:00,6.2,2.82
17,power,2020-04-09 10:00:00,6.41,3.32
17,power,2020-04-09 11:00:00,5.38,3.09
17,power,2020-04-09 12:00:00,5.39,3.08
17,power,2020-04-09 15:00:00,2.81,1.59
17,power,2020-04-09 16:00:00,2.38,0.91
17,power,2020-04-09 17:00:00,2.3,1.07
17,power,2020-04-09 18:00:00,2.2,1.16
17,power,2020-04-09 19:00:00,2.38,1.65
17,power,2020-04-09 20:00:00,5.26,4.38
17,power,2020-04-09 21:00:00,7.23,4.83
17,power,2020-04-09 22:00:00,5.71,5.09
17,power,2020-04-09 23:00:00,7.43,5.57
17,power,2020-04-10 00:00:00,6.27,5.12
17,power,2020-04-10 01:00:00,7.16,5.26
17,power,2020-04-10 02:00:00,5.94,4.77
17,power,2020-04-10 04:00:00,6.15,5.77
17,power,2020-04-10 05:00:00,5.84,4.77
17,power,2020-04-10 06:00:00,5.32,3.91
17,power,2020-04-10 07:00:00,5.1,4.7
17,power,2020-04-10 08:00:00,6.33,5
17,power,2020-04-10 09:00:00,7.2,5.26
17,power,2020-04-10 19:00:00,6.89,4.01
17,power,2020-04-10 21:00:00,5.09,4.77
17,power,2020-04-10 22:00:00,4.59,4.59
17,power,2020-04-10 23:00:00,5.18,3.89
18,power,2020-04-06 03:00:00,6.15,4.25
18,power,2020-04-06 04:00:00,7.18,4.37
18,power,2020-04-06 05:00:00,7.21,4.44
18,power,2020-04-06 06:00:00,7.77,4.54
18,power,2020-04-06 07:00:00,7.02,3.62
18,power,2020-04-06 08:00:00,6.62,3.75
18,power,2020-04-06 09:00:00,5.9,2.93
18,power,2020-04-06 10:00:00,6.08,3.09
18,power,2020-04-06 11:00:00,5.91,3.07
18,power,2020-04-06 12:00:00,5.62,3.75
18,power,2020-04-06 13:00:00,5.71,3.36
18,power,2020-04-06 14:00:00,5,3.13
18,power,2020-04-06 15:00:00,4.55,3.01
18,power,2020-04-06 16:00:00,1.8,2.22
18,power,2020-04-06 17:00:00,0.98,1.39
18,power,2020-04-06 18:00:00,4.42,7.66
18,power,2020-04-06 19:00:00,2.29,3.88
18,power,2020-04-06 20:00:00,4.62,7.69
18,power,2020-04-06 21:00:00,5.35,7.37
18,power,2020-04-06 22:00:00,5.87,7.62
18,power,2020-04-06 23:00:00,6.78,6.95
18,power,2020-04-07 00:00:00,4.21,6.26
18,power,2020-04-07 01:00:00,2.58,5.93
18,power,2020-04-07 03:00:00,9.29,7.04
18,power,2020-04-07 04:00:00,7.03,7.58
18,power,2020-04-07 05:00:00,5.54,6.51
18,power,2020-04-07 06:00:00,4.14,6.17
18,power,2020-04-07 07:00:00,9.67,5.84
18,power,2020-04-07 08:00:00,5.48,7.14
18,power,2020-04-07 09:00:00,1.4,4.67
18,power,2020-04-07 10:00:00,6.33,7.62
18,power,2020-04-07 11:00:00,2.76,4.88
18,power,2020-04-07 12:00:00,4.7,5.57
18,power,2020-04-07 13:00:00,3.78,8.24
18,power,2020-04-07 14:00:00,7.97,7.02
18,power,2020-04-07 15:00:00,5.75,7
18,power,2020-04-07 16:00:00,6.33,7.58
18,power,2020-04-07 17:00:00,2.01,4.45
18,power,2020-04-07 18:00:00,7.37,6.46
18,power,2020-04-07 19:00:00,6.97,6.25
18,power,2020-04-07 20:00:00,5.71,6.7
18,power,2020-04-07 21:00:00,7.24,7.06
18,power,2020-04-07 22:00:00,8.44,6.48
18,power,2020-04-08 00:00:00,3.83,5.63
18,power,2020-04-08 01:00:00,8.11,6.45
18,power,2020-04-08 02:00:00,5.82,6.26
18,power,2020-04-08 03:00:00,5.66,7.1
18,power,2020-04-08 04:00:00,4.05,7.83
18,power,2020-04-08 05:00:00,4.63,5.41
18,power,2020-04-08 06:00:00,3.48,6.25
18,power,2020-04-08 07:00:00,7.99,6.71
18,power,2020-04-08 08:00:00,7.1,4.46
18,power,2020-04-08 09:00:00,7.16,1.38
18,power,2020-04-08 10:00:00,7.21,1.31
18,power,2020-04-08 11:00:00,7.24,1.82
18,power,2020-04-08 12:00:00,7.17,2.22
18,power,2020-04-08 13:00:00,7.44,2.57
18,power,2020-04-08 14:00:00,7.41,3.07
18,power,2020-04-08 15:00:00,7.47,3.52
18,power,2020-04-08 16:00:00,7.49,4.51
18,power,2020-04-08 17:00:00,6.63,4.1
18,power,2020-04-08 18:00:00,7.74,4.72
18,power,2020-04-08 19:00:00,6.4,4.04
18,power,2020-04-08 20:00:00,6.35,4.47
18,power,2020-04-08 21:00:00,6.43,4.79
18,power,2020-04-08 22:00:00,5.64,4.53
18,power,2020-04-08 23:00:00,3.58,3.61
18,power,2020-04-09 00:00:00,5.52,4.27
18,power,2020-04-09 01:00:00,5.67,4.36
18,power,2020-04-09 02:00:00,7.41,6.01
18,power,2020-04-09 03:00:00,6.1,4.19
18,power,2020-04-09 04:00:00,7.46,4.87
18,power,2020-04-09 05:00:00,7.14,4.84
18,power,2020-04-09 06:00:00,4.73,3.54
18,power,2020-04-09 07:00:00,4.29,4.79
18,power,2020-04-09 08:00:00,3.61,3.56
18,power,2020-04-09 09:00:00,5.4,4.71
18,power,2020-04-09 10:00:00,7,5.23
18,power,2020-04-09 11:00:00,6.18,4.79
18,power,2020-04-09 12:00:00,5.08,4.48
18,power,2020-04-09 13:00:00,4.77,3.54
18,power,2020-04-09 14:00:00,5.41,4.55
18,power,2020-04-09 15:00:00,2.37,1.1
18,power,2020-04-09 16:00:00,2.4,0.92
18,power,2020-04-09 17:00:00,2.39,1.24
18,power,2020-04-09 18:00:00,3.45,2.5
18,power,2020-04-09 19:00:00,4.11,2.79
18,power,2020-04-09 20:00:00,3.35,2.56
18,power,2020-04-09 21:00:00,4.41,4.02
18,power,2020-04-09 22:00:00,3.66,3.05
18,power,2020-04-09 23:00:00,4.37,4.2
18,power,2020-04-10 00:00:00,4.17,3.25
18,power,2020-04-10 01:00:00,5.97,5.35
18,power,2020-04-10 02:00:00,6.68,5.96
18,power,2020-04-10 03:00:00,7.89,5.01
18,power,2020-04-10 04:00:00,6.33,5.02
18,power,2020-04-10 05:00:00,5.4,4.53
18,power,2020-04-10 06:00:00,6.32,4.59
18,power,2020-04-10 07:00:00,5.4,3.87
18,power,2020-04-10 08:00:00,6.75,5.74
18,power,2020-04-10 09:00:00,6.06,4.46
18,power,2020-04-10 10:00:00,6.87,4.17
18,power,2020-04-10 11:00:00,7.56,5.34
18,power,2020-04-10 12:00:00,6.28,5.2
18,power,2020-04-10 13:00:00,7.35,5.07
18,power,2020-04-10 14:00:00,5.59,4.81
18,power,2020-04-10 15:00:00,6.41,5.79
18,power,2020-04-10 16:00:00,6.92,5.35
18,power,2020-04-10 17:00:00,7.39,5.09
18,power,2020-04-10 18:00:00,6.75,5.66
18,power,2020-04-10 19:00:00,7.81,5.12
18,power,2020-04-10 20:00:00,3.62,3.91
18,power,2020-04-10 21:00:00,4.32,3.81
18,power,2020-04-10 22:00:00,6.36,4.6
18,power,2020-04-10 23:00:00,5.54,4.61
18,power,2020-04-11 00:00:00,6.57,4.36
19,power,2020-04-06 00:00:00,1.01,3.34
19,power,2020-04-06 01:00:00,6,7.33
19,power,2020-04-06 02:00:00,5.88,6.53
19,power,2020-04-06 03:00:00,6.31,5.51
19,power,2020-04-06 04:00:00,6.24,6.11
19,power,2020-04-06 05:00:00,5.26,6.01
19,power,2020-04-06 06:00:00,5.21,5.85
19,power,2020-04-06 07:00:00,5.99,4.95
19,power,2020-04-06 08:00:00,5.82,3.76
19,power,2020-04-06 09:00:00,5.73,5.96
19,power,2020-04-06 10:00:00,4.99,5.15
19,power,2020-04-06 11:00:00,5.59,4.7
19,power,2020-04-06 12:00:00,5.6,4.47
19,power,2020-04-06 13:00:00,5.18,4.09
19,power,2020-04-06 14:00:00,5.5,3.95
19,power,2020-04-06 15:00:00,4.86,7.17
19,power,2020-04-06 16:00:00,2,2
19,power,2020-04-06 17:00:00,5.17,4.9
19,power,2020-04-06 18:00:00,1.99,3.79
19,power,2020-04-06 19:00:00,7.97,5.88
19,power,2020-04-06 20:00:00,5.25,7.08
19,power,2020-04-06 21:00:00,3.1,4.61
19,power,2020-04-06 22:00:00,3.26,4.99
19,power,2020-04-06 23:00:00,5.87,6.96
19,power,2020-04-07 00:00:00,8.21,8.09
19,power,2020-04-07 01:00:00,6.18,7.86
19,power,2020-04-07 02:00:00,7.8,6.63
19,power,2020-04-07 03:00:00,5.91,7.15
19,power,2020-04-07 04:00:00,6.38,7.05
19,power,2020-04-07 05:00:00,3.21,8
19,power,2020-04-07 06:00:00,6.38,6.44
19,power,2020-04-07 07:00:00,8,7.03
19,power,2020-04-07 08:00:00,9.28,6.47
19,power,2020-04-07 09:00:00,6.48,6.74
19,power,2020-04-07 10:00:00,6.99,6.78
19,power,2020-04-07 11:00:00,8.5,7.44
19,power,2020-04-07 12:00:00,0.83,2.88
19,power,2020-04-07 13:00:00,7.8,6.03
19,power,2020-04-07 14:00:00,6.45,6.81
19,power,2020-04-07 15:00:00,6.34,7.46
19,power,2020-04-07 16:00:00,9.39,7.63
19,power,2020-04-07 18:00:00,8.78,8.21
19,power,2020-04-07 19:00:00,8.84,7.14
19,power,2020-04-07 20:00:00,6.44,6.44
19,power,2020-04-07 21:00:00,6.5,6.63
19,power,2020-04-07 22:00:00,9.36,7.15
19,power,2020-04-07 23:00:00,0.96,4.4
19,power,2020-04-08 00:00:00,7.73,5.22
19,power,2020-04-08 01:00:00,6.74,7.58
19,power,2020-04-08 02:00:00,5.11,7.9
19,power,2020-04-08 03:00:00,9.87,6.44
19,power,2020-04-08 04:00:00,6.55,6.71
19,power,2020-04-08 05:00:00,6.82,7.18
19,power,2020-04-08 06:00:00,9.19,7.64
19,power,2020-04-08 07:00:00,8.88,6.94
19,power,2020-04-08 08:00:00,3.54,5.76
19,power,2020-04-08 09:00:00,2.29,1.6
19,power,2020-04-08 10:00:00,2.72,1.89
19,power,2020-04-08 11:00:00,2.26,1.91
19,power,2020-04-08 12:00:00,2.82,3.68
19,power,2020-04-08 13:00:00,5.59,5.01
19,power,2020-04-08 14:00:00,3.2,3.72
19,power,2020-04-08 15:00:00,6.75,6.27
19,power,2020-04-08 16:00:00,4.22,5.1
19,power,2020-04-08 17:00:00,8.89,6.03
19,power,2020-04-08 18:00:00,8.17,6.53
19,power,2020-04-08 19:00:00,8.14,6.77
19,power,2020-04-08 20:00:00,5.09,7.41
19,power,2020-04-08 21:00:00,2.98,5.27
19,power,2020-04-08 22:00:00,6.96,6.67
19,power,2020-04-08 23:00:00,6.53,6.59
19,power,2020-04-09 00:00:00,2.08,5.07
19,power,2020-04-09 01:00:00,7.78,6.99
19,power,2020-04-09 02:00:00,5.58,6.46
19,power,2020-04-09 03:00:00,5.93,5.21
19,power,2020-04-09 04:00:00,6.85,6.65
19,power,2020-04-09 05:00:00,8.7,4.75
19,power,2020-04-09 06:00:00,8.9,5.91
19,power,2020-04-09 07:00:00,6.02,7
19,power,2020-04-09 08:00:00,3.93,6.49
19,power,2020-04-09 09:00:00,7,5.61
19,power,2020-04-09 10:00:00,7.2,5.85
19,power,2020-04-09 11:00:00,7.85,6.5
19,power,2020-04-09 12:00:00,7.92,6.71
19,power,2020-04-09 13:00:00,7.2,5.75
19,power,2020-04-09 14:00:00,6.81,6.26
19,power,2020-04-09 15:00:00,2.54,2.16
19,power,2020-04-09 16:00:00,2.2,1.67
19,power,2020-04-09 17:00:00,3.48,3.87
19,power,2020-04-09 18:00:00,3.06,3.17
19,power,2020-04-09 19:00:00,3.78,3.68
19,power,2020-04-09 20:00:00,5.61,6.76
19,power,2020-04-09 21:00:00,8.43,6.61
19,power,2020-04-09 22:00:00,5.5,5.96
19,power,2020-04-09 23:00:00,5.54,4.73
19,power,2020-04-10 00:00:00,4.3,3.96
19,power,2020-04-10 01:00:00,2.72,3.84
19,power,2020-04-10 02:00:00,2.01,3.91
19,power,2020-04-10 03:00:00,4.72,6.22
19,power,2020-04-10 04:00:00,6.57,6.52
19,power,2020-04-10 05:00:00,8.13,5.76
19,power,2020-04-10 06:00:00,5.74,5.43
19,power,2020-04-10 07:00:00,3.55,6.1
19,power,2020-04-10 08:00:00,7.54,6.26
19,power,2020-04-10 09:00:00,6.29,5.57
19,power,2020-04-10 10:00:00,7.69,5.85
19,power,2020-04-10 11:00:00,5.55,5.23
19,power,2020-04-10 12:00:00,6.5,6.74
19,power,2020-04-10 13:00:00,6.56,6.48
19,power,2020-04-10 14:00:00,5.67,6.06
19,power,2020-04-10 15:00:00,4.26,4.42
19,power,2020-04-10 16:00:00,5.59,6.99
19,power,2020-04-10 17:00:00,7.33,6.15
19,power,2020-04-10 18:00:00,6.45,6.07
19,power,2020-04-10 19:00:00,5.93,6.73
19,power,2020-04-10 20:00:00,6.76,6.45
19,power,2020-04-10 21:00:00,6.61,6.1
19,power,2020-04-10 22:00:00,5.98,6.37
19,power,2020-04-10 23:00:00,5.24,6.22
1,roads_and_bridges,2020-04-06 02:00:00,4.98,7.15
1,roads_and_bridges,2020-04-06 03:00:00,7.38,5.72
1,roads_and_bridges,2020-04-06 04:00:00,5.57,5.29
1,roads_and_bridges,2020-04-06 05:00:00,4.16,2.41
1,roads_and_bridges,2020-04-06 06:00:00,3.67,3.83
1,roads_and_bridges,2020-04-06 07:00:00,4.59,2.97
1,roads_and_bridges,2020-04-06 08:00:00,8.62,5.32
1,roads_and_bridges,2020-04-06 09:00:00,8.23,6.36
1,roads_and_bridges,2020-04-06 10:00:00,6.02,6.71
1,roads_and_bridges,2020-04-06 11:00:00,6.61,5.45
1,roads_and_bridges,2020-04-06 12:00:00,7.08,4.75
1,roads_and_bridges,2020-04-06 13:00:00,5.64,3.69
1,roads_and_bridges,2020-04-06 14:00:00,5.43,4.91
1,roads_and_bridges,2020-04-06 15:00:00,7.48,6.61
1,roads_and_bridges,2020-04-06 16:00:00,4.38,7.48
1,roads_and_bridges,2020-04-06 17:00:00,2.86,4.99
1,roads_and_bridges,2020-04-06 18:00:00,0.51,1.69
1,roads_and_bridges,2020-04-06 19:00:00,6.16,7.96
1,roads_and_bridges,2020-04-06 20:00:00,8.05,6.03
1,roads_and_bridges,2020-04-06 21:00:00,5.26,8.13
1,roads_and_bridges,2020-04-06 22:00:00,9.63,8.08
1,roads_and_bridges,2020-04-06 23:00:00,2.41,5.19
1,roads_and_bridges,2020-04-07 00:00:00,9.3,5.91
1,roads_and_bridges,2020-04-07 01:00:00,9.12,6.92
1,roads_and_bridges,2020-04-07 02:00:00,5.31,7.56
1,roads_and_bridges,2020-04-07 03:00:00,7.51,6.32
1,roads_and_bridges,2020-04-07 04:00:00,3.89,7.16
1,roads_and_bridges,2020-04-07 05:00:00,8.1,6.5
1,roads_and_bridges,2020-04-07 06:00:00,3.79,6.74
1,roads_and_bridges,2020-04-07 07:00:00,8.24,6.9
1,roads_and_bridges,2020-04-07 08:00:00,5.58,6.95
1,roads_and_bridges,2020-04-07 09:00:00,5.87,6.26
1,roads_and_bridges,2020-04-07 10:00:00,3.97,6.65
1,roads_and_bridges,2020-04-07 11:00:00,4.44,5.82
1,roads_and_bridges,2020-04-07 12:00:00,5.37,6.29
1,roads_and_bridges,2020-04-07 13:00:00,6.65,7.69
1,roads_and_bridges,2020-04-07 14:00:00,8.37,6.35
1,roads_and_bridges,2020-04-07 15:00:00,3.2,5.27
1,roads_and_bridges,2020-04-07 16:00:00,3.63,6.21
1,roads_and_bridges,2020-04-07 17:00:00,5.73,6.86
1,roads_and_bridges,2020-04-07 18:00:00,6.05,7.29
1,roads_and_bridges,2020-04-07 19:00:00,6.72,7.29
1,roads_and_bridges,2020-04-07 20:00:00,3.87,4.35
1,roads_and_bridges,2020-04-07 21:00:00,6.19,7.26
1,roads_and_bridges,2020-04-07 22:00:00,4.75,5.34
1,roads_and_bridges,2020-04-07 23:00:00,8.37,8.07
1,roads_and_bridges,2020-04-08 00:00:00,3.88,4.39
1,roads_and_bridges,2020-04-08 01:00:00,6.11,6.25
1,roads_and_bridges,2020-04-08 02:00:00,6.55,6.72
1,roads_and_bridges,2020-04-08 03:00:00,6.91,6.89
1,roads_and_bridges,2020-04-08 04:00:00,7.9,6.55
1,roads_and_bridges,2020-04-08 05:00:00,2.72,5.77
1,roads_and_bridges,2020-04-08 06:00:00,6.63,5.28
1,roads_and_bridges,2020-04-08 07:00:00,7.41,6.38
1,roads_and_bridges,2020-04-08 08:00:00,5.98,5.25
1,roads_and_bridges,2020-04-08 09:00:00,5.53,1.3
1,roads_and_bridges,2020-04-08 10:00:00,5.15,1.54
1,roads_and_bridges,2020-04-08 11:00:00,4.34,1.81
1,roads_and_bridges,2020-04-08 12:00:00,4.23,2.48
1,roads_and_bridges,2020-04-08 13:00:00,4.17,2.31
1,roads_and_bridges,2020-04-08 14:00:00,4.17,2.53
1,roads_and_bridges,2020-04-08 15:00:00,4.76,3.78
1,roads_and_bridges,2020-04-08 16:00:00,4.47,3.87
1,roads_and_bridges,2020-04-08 17:00:00,4.66,3.43
1,roads_and_bridges,2020-04-08 18:00:00,6.07,5.1
1,roads_and_bridges,2020-04-08 19:00:00,5.08,4.93
1,roads_and_bridges,2020-04-08 20:00:00,5.14,4.28
1,roads_and_bridges,2020-04-08 21:00:00,5.65,4.15
1,roads_and_bridges,2020-04-08 22:00:00,6.54,4.81
1,roads_and_bridges,2020-04-08 23:00:00,4.43,2.62
1,roads_and_bridges,2020-04-09 00:00:00,6.12,5.3
1,roads_and_bridges,2020-04-09 01:00:00,4.52,3.62
1,roads_and_bridges,2020-04-09 02:00:00,4.01,3.1
1,roads_and_bridges,2020-04-09 03:00:00,4.32,4.22
1,roads_and_bridges,2020-04-09 04:00:00,4.16,3.51
1,roads_and_bridges,2020-04-09 05:00:00,4.51,3.38
1,roads_and_bridges,2020-04-09 06:00:00,4.86,3.88
1,roads_and_bridges,2020-04-09 07:00:00,6.43,4.86
1,roads_and_bridges,2020-04-09 08:00:00,6.58,5.15
1,roads_and_bridges,2020-04-09 09:00:00,5.67,3.86
1,roads_and_bridges,2020-04-09 10:00:00,5.86,4.19
1,roads_and_bridges,2020-04-09 11:00:00,5.77,3.85
1,roads_and_bridges,2020-04-09 12:00:00,5.42,3.1
1,roads_and_bridges,2020-04-09 13:00:00,6.09,5.12
1,roads_and_bridges,2020-04-09 14:00:00,3.71,3.15
1,roads_and_bridges,2020-04-09 15:00:00,4.37,2.32
1,roads_and_bridges,2020-04-09 16:00:00,4.15,2.14
1,roads_and_bridges,2020-04-09 17:00:00,4.5,2.38
1,roads_and_bridges,2020-04-09 18:00:00,4.56,2.81
1,roads_and_bridges,2020-04-09 19:00:00,4.53,2.9
1,roads_and_bridges,2020-04-09 20:00:00,5.49,3.86
1,roads_and_bridges,2020-04-09 21:00:00,5.52,4.52
1,roads_and_bridges,2020-04-09 22:00:00,4.59,3.24
1,roads_and_bridges,2020-04-09 23:00:00,4.88,3.66
1,roads_and_bridges,2020-04-10 00:00:00,4.75,3.65
1,roads_and_bridges,2020-04-10 01:00:00,3.74,3.03
1,roads_and_bridges,2020-04-10 02:00:00,4.58,3.24
1,roads_and_bridges,2020-04-10 03:00:00,4.03,4.22
1,roads_and_bridges,2020-04-10 04:00:00,3.25,3.3
1,roads_and_bridges,2020-04-10 05:00:00,4.59,3.53
1,roads_and_bridges,2020-04-10 06:00:00,4.15,3.12
1,roads_and_bridges,2020-04-10 07:00:00,5.36,3.94
1,roads_and_bridges,2020-04-10 08:00:00,3.77,3.1
1,roads_and_bridges,2020-04-10 09:00:00,3.87,3.93
1,roads_and_bridges,2020-04-10 11:00:00,4.2,3.14
1,roads_and_bridges,2020-04-10 12:00:00,4.73,4.21
1,roads_and_bridges,2020-04-10 14:00:00,4.4,3.82
1,roads_and_bridges,2020-04-10 15:00:00,5.44,4.32
1,roads_and_bridges,2020-04-10 16:00:00,6.13,4.39
1,roads_and_bridges,2020-04-10 17:00:00,6.3,4.38
1,roads_and_bridges,2020-04-10 18:00:00,5.35,2.96
1,roads_and_bridges,2020-04-10 19:00:00,5.09,3.53
1,roads_and_bridges,2020-04-10 20:00:00,6.29,4.92
1,roads_and_bridges,2020-04-10 21:00:00,6.95,4.92
1,roads_and_bridges,2020-04-10 22:00:00,5.58,4.09
1,roads_and_bridges,2020-04-10 23:00:00,4.3,3.82
2,roads_and_bridges,2020-04-06 00:00:00,7.37,7.95
2,roads_and_bridges,2020-04-06 01:00:00,7.45,6.25
2,roads_and_bridges,2020-04-06 02:00:00,8.46,6.33
2,roads_and_bridges,2020-04-06 03:00:00,7.77,5.91
2,roads_and_bridges,2020-04-06 04:00:00,6.8,6.18
2,roads_and_bridges,2020-04-06 05:00:00,6.04,4.83
2,roads_and_bridges,2020-04-06 06:00:00,6.77,5.04
2,roads_and_bridges,2020-04-06 07:00:00,6.37,4.92
2,roads_and_bridges,2020-04-06 08:00:00,6.74,5.29
2,roads_and_bridges,2020-04-06 09:00:00,8.41,6.26
2,roads_and_bridges,2020-04-06 10:00:00,5.81,5.85
2,roads_and_bridges,2020-04-06 11:00:00,6.38,5.17
2,roads_and_bridges,2020-04-06 12:00:00,5.72,5.05
2,roads_and_bridges,2020-04-06 13:00:00,6.22,4.48
2,roads_and_bridges,2020-04-06 14:00:00,6.31,4.04
2,roads_and_bridges,2020-04-06 15:00:00,4.06,4.38
2,roads_and_bridges,2020-04-06 16:00:00,2.82,1.73
2,roads_and_bridges,2020-04-06 17:00:00,6.19,6.33
2,roads_and_bridges,2020-04-06 18:00:00,3.9,4.59
2,roads_and_bridges,2020-04-06 19:00:00,8,7.43
2,roads_and_bridges,2020-04-06 20:00:00,9.41,6.73
2,roads_and_bridges,2020-04-06 21:00:00,8.75,6.93
2,roads_and_bridges,2020-04-06 22:00:00,7.46,7.14
2,roads_and_bridges,2020-04-06 23:00:00,5.52,7.65
2,roads_and_bridges,2020-04-07 00:00:00,4.95,7.09
2,roads_and_bridges,2020-04-07 01:00:00,4.77,7.1
2,roads_and_bridges,2020-04-07 02:00:00,8.81,6.36
2,roads_and_bridges,2020-04-07 03:00:00,9.08,6.65
2,roads_and_bridges,2020-04-07 04:00:00,8.51,6.73
2,roads_and_bridges,2020-04-07 05:00:00,8.84,6.85
2,roads_and_bridges,2020-04-07 06:00:00,7.36,6.85
2,roads_and_bridges,2020-04-07 07:00:00,8.96,7.28
2,roads_and_bridges,2020-04-07 08:00:00,6.64,7.26
